Circuit delay: 2844.59 picoseconds

Gate slacks:
NAND-P2_R1158_U361: 659.032 picoseconds
NAND-P2_R1158_U362: 642.528 picoseconds
NOT-P2_R1158_U363: 1005.86 picoseconds
NAND-P2_R1158_U364: 642.528 picoseconds
NAND-P2_R1158_U365: 621.674 picoseconds
NAND-P2_R1158_U366: 611.65 picoseconds
NOT-P2_R1158_U367: 620.733 picoseconds
NOT-P2_R1158_U368: 972.074 picoseconds
NAND-P2_R1158_U369: 620.733 picoseconds
NAND-P2_R1158_U370: 640.997 picoseconds
NAND-P2_R1158_U371: 620.733 picoseconds
NAND-P2_R1158_U372: 642.528 picoseconds
NAND-P2_R1158_U373: 568.718 picoseconds
NAND-P2_R1158_U374: 595.986 picoseconds
NAND-P2_R1158_U375: 615.487 picoseconds
NAND-P2_R1158_U376: 615.487 picoseconds
NAND-P2_R1158_U377: 615.487 picoseconds
NAND-P2_R1158_U378: 876.938 picoseconds
NOT-P2_R1158_U379: 949.865 picoseconds
NAND-P2_R1158_U380: 955.682 picoseconds
NOT-P2_R1158_U381: 955.682 picoseconds
NAND-P2_R1158_U382: 955.682 picoseconds
NOT-P2_R1158_U383: 955.682 picoseconds
NAND-P2_R1158_U384: 641.728 picoseconds
NOT-P2_R1158_U385: 896.881 picoseconds
NAND-P2_R1158_U386: 1090.85 picoseconds
NOT-P2_R1158_U387: 1090.85 picoseconds
NAND-P2_R1158_U388: 1120.59 picoseconds
NOT-P2_R1158_U389: 1109.6 picoseconds
NAND-P2_R1158_U390: 670.077 picoseconds
NOT-P2_R1158_U391: 1068.58 picoseconds
NAND-P2_R1158_U392: 612.746 picoseconds
NAND-P2_R1158_U393: 607.068 picoseconds
NAND-P2_R1158_U394: 611.65 picoseconds
NAND-P2_R1158_U395: 823.644 picoseconds
NAND-P2_R1158_U396: 833.609 picoseconds
NOT-P2_R1158_U397: 1185.25 picoseconds
NAND-P2_R1158_U398: 1185.25 picoseconds
NAND-P2_R1158_U399: 1203.47 picoseconds
NAND-P2_R1158_U400: 1199.41 picoseconds
NAND-P2_R1158_U401: 1217.11 picoseconds
NAND-P2_R1158_U402: 1199.41 picoseconds
NAND-P2_R1158_U403: 800.202 picoseconds
NAND-P2_R1158_U404: 810.166 picoseconds
NOT-P2_R1158_U405: 1261.32 picoseconds
NAND-P2_R1158_U406: 782.249 picoseconds
NAND-P2_R1158_U407: 792.595 picoseconds
NOT-P2_R1158_U408: 782.249 picoseconds
NAND-P2_R1158_U409: 848.483 picoseconds
NAND-P2_R1158_U410: 858.942 picoseconds
NOT-P2_R1158_U411: 848.483 picoseconds
NAND-P2_R1158_U412: 711.584 picoseconds
NAND-P2_R1158_U413: 722.044 picoseconds
NOT-P2_R1158_U414: 711.584 picoseconds
NAND-P2_R1158_U415: 723.884 picoseconds
NAND-P2_R1158_U416: 735.004 picoseconds
NOT-P2_R1158_U417: 726.14 picoseconds
NAND-P2_R1158_U418: 738.706 picoseconds
NAND-P2_R1158_U419: 749.037 picoseconds
NOT-P2_R1158_U420: 740.884 picoseconds
NAND-P2_R1158_U421: 682.529 picoseconds
NAND-P2_R1158_U422: 692.86 picoseconds
NOT-P2_R1158_U423: 682.529 picoseconds
NAND-P2_R1158_U424: 659.032 picoseconds
NAND-P2_R1158_U425: 670.333 picoseconds
NOT-P2_R1158_U426: 659.032 picoseconds
NAND-P2_R1158_U427: 717.777 picoseconds
NAND-P2_R1158_U428: 728.107 picoseconds
NOT-P2_R1158_U429: 717.777 picoseconds
NAND-P2_R1158_U430: 1079.85 picoseconds
NAND-P2_R1158_U431: 1068.58 picoseconds
NAND-P2_R1158_U432: 1189.3 picoseconds
NAND-P2_R1158_U433: 1212.62 picoseconds
NAND-P2_R1158_U434: 1202.86 picoseconds
NAND-P2_R1158_U435: 1225.98 picoseconds
NAND-P2_R1158_U436: 1202.86 picoseconds
NAND-P2_R1158_U437: 1120.8 picoseconds
NAND-P2_R1158_U438: 1109.6 picoseconds
NAND-P2_R1158_U439: 1198.99 picoseconds
NAND-P2_R1158_U440: 1216.37 picoseconds
NAND-P2_R1158_U441: 1218.54 picoseconds
NAND-P2_R1158_U442: 1247.1 picoseconds
NAND-P2_R1158_U443: 1218.54 picoseconds
NAND-P2_R1158_U444: 1135.31 picoseconds
NAND-P2_R1158_U445: 1118.09 picoseconds
NAND-P2_R1158_U446: 1243.13 picoseconds
NAND-P2_R1158_U447: 1266.45 picoseconds
NAND-P2_R1158_U448: 1258.62 picoseconds
NAND-P2_R1158_U449: 1281.74 picoseconds
NAND-P2_R1158_U450: 1258.62 picoseconds
NAND-P2_R1158_U451: 1175.13 picoseconds
NAND-P2_R1158_U452: 1164.17 picoseconds
NAND-P2_R1158_U453: 1261.32 picoseconds
NAND-P2_R1158_U454: 1279.54 picoseconds
NAND-P2_R1158_U455: 1275.48 picoseconds
NAND-P2_R1158_U456: 1293.18 picoseconds
NAND-P2_R1158_U457: 1275.48 picoseconds
NAND-P2_R1158_U458: 1231.91 picoseconds
NAND-P2_R1158_U459: 1220.64 picoseconds
NAND-P2_R1158_U460: 1250.65 picoseconds
NAND-P2_R1158_U461: 1268.03 picoseconds
NAND-P2_R1158_U462: 1308.65 picoseconds
NAND-P2_R1158_U463: 1337.21 picoseconds
NAND-P2_R1158_U464: 1308.65 picoseconds
NAND-P2_R1158_U465: 1308.65 picoseconds
NAND-P2_R1158_U466: 1308.65 picoseconds
NAND-P2_R1158_U467: 568.718 picoseconds
NAND-P2_R1158_U468: 578.688 picoseconds
NOT-P2_R1158_U469: 568.718 picoseconds
NAND-P2_R1158_U470: 749.568 picoseconds
NAND-P2_R1158_U471: 759.899 picoseconds
NOT-P2_R1158_U472: 749.568 picoseconds
NAND-P2_R1158_U473: 761.712 picoseconds
NAND-P2_R1158_U474: 772.082 picoseconds
NOT-P2_R1158_U475: 761.712 picoseconds
NAND-P2_R1158_U476: 707.113 picoseconds
NAND-P2_R1158_U477: 718.216 picoseconds
NOT-P2_R1158_U478: 707.113 picoseconds
NAND-P2_R1158_U479: 641.728 picoseconds
NAND-P2_R1158_U480: 652.098 picoseconds
NOT-P2_R1158_U481: 641.728 picoseconds
NAND-P2_R1158_U482: 651.457 picoseconds
NAND-P2_R1158_U483: 662.435 picoseconds
NOT-P2_R1158_U484: 651.457 picoseconds
NAND-P2_R1158_U485: 776.756 picoseconds
NAND-P2_R1158_U486: 787.087 picoseconds
NOT-P2_R1158_U487: 776.756 picoseconds
NAND-P2_R1158_U488: 751.411 picoseconds
NAND-P2_R1158_U489: 761.735 picoseconds
NOT-P2_R1158_U490: 751.411 picoseconds
NAND-P2_R1158_U491: 741.985 picoseconds
NAND-P2_R1158_U492: 753.285 picoseconds
NOT-P2_R1158_U493: 743.477 picoseconds
NAND-P2_R1158_U494: 813.73 picoseconds
NAND-P2_R1158_U495: 823.958 picoseconds
NOT-P2_R1158_U496: 813.73 picoseconds
NAND-P2_R1158_U497: 627.516 picoseconds
NAND-P2_R1158_U498: 637.861 picoseconds
NOT-P2_R1158_U499: 627.516 picoseconds
NAND-P2_R1158_U500: 678.372 picoseconds
NAND-P2_R1158_U501: 689.282 picoseconds
NOT-P2_R1158_U502: 678.372 picoseconds
NAND-P2_R1158_U503: 750.243 picoseconds
NAND-P2_R1158_U504: 761.238 picoseconds
NOT-P2_R1158_U505: 750.243 picoseconds
NAND-P2_R1158_U506: 701.262 picoseconds
NAND-P2_R1158_U507: 711.569 picoseconds
NOT-P2_R1158_U508: 701.262 picoseconds
NAND-P2_R1158_U509: 664.393 picoseconds
NAND-P2_R1158_U510: 674.829 picoseconds
NOT-P2_R1158_U511: 664.393 picoseconds
NAND-P2_R1158_U512: 595.649 picoseconds
NAND-P2_R1158_U513: 605.605 picoseconds
NOT-P2_R1158_U514: 595.875 picoseconds
NAND-P2_R1158_U515: 615.803 picoseconds
NAND-P2_R1158_U516: 626.741 picoseconds
NOT-P2_R1158_U517: 615.803 picoseconds
NAND-P2_R1158_U518: 706.843 picoseconds
NAND-P2_R1158_U519: 717.6 picoseconds
NOT-P2_R1158_U520: 714.691 picoseconds
NAND-P2_R1158_U521: 1794.29 picoseconds
NAND-P2_R1158_U522: 1763.22 picoseconds
NOT-P2_R1158_U523: 1763.22 picoseconds
NAND-P2_R1158_U524: 653.581 picoseconds
NAND-P2_R1158_U525: 641.536 picoseconds
NOT-P2_R1158_U526: 641.536 picoseconds
NAND-P2_R1158_U527: 615.487 picoseconds
NAND-P2_R1158_U528: 568.718 picoseconds
NAND-P2_R1158_U529: 622.579 picoseconds
NAND-P2_R1158_U530: 652.112 picoseconds
NAND-P2_R1158_U531: 635.637 picoseconds
NAND-P2_R1158_U532: 664.895 picoseconds
NAND-P2_R1158_U533: 635.637 picoseconds
NAND-P2_R1158_U534: 622.579 picoseconds
NAND-P2_R1158_U535: 622.318 picoseconds
NAND-P2_R1158_U536: 595.875 picoseconds
NAND-P2_R1158_U537: 607.827 picoseconds
NAND-P2_R1158_U538: 595.875 picoseconds
NAND-P2_R1158_U539: 629.649 picoseconds
NAND-P2_R1158_U540: 744.137 picoseconds
NAND-P2_R1158_U541: 770.291 picoseconds
NAND-P2_R1158_U542: 744.137 picoseconds
NAND-P2_R1158_U543: 666.874 picoseconds
NAND-P2_R1158_U544: 655.663 picoseconds
NAND-P2_R1158_U545: 814.473 picoseconds
NAND-P2_R1158_U546: 831.691 picoseconds
NAND-P2_R1158_U547: 814.473 picoseconds
NAND-P2_R1158_U548: 713.075 picoseconds
NAND-P2_R1158_U549: 701.882 picoseconds
NAND-P2_R1158_U550: 773.677 picoseconds
NAND-P2_R1158_U551: 796.998 picoseconds
NAND-P2_R1158_U552: 787.46 picoseconds
NAND-P2_R1158_U553: 810.577 picoseconds
NAND-P2_R1158_U554: 787.46 picoseconds
NAND-P2_R1158_U555: 763.827 picoseconds
NAND-P2_R1158_U556: 752.561 picoseconds
NAND-P2_R1158_U557: 850.239 picoseconds
NAND-P2_R1158_U558: 873.558 picoseconds
NAND-P2_R1158_U559: 864.02 picoseconds
NAND-P2_R1158_U560: 887.135 picoseconds
NAND-P2_R1158_U561: 864.02 picoseconds
NAND-P2_R1158_U562: 803.519 picoseconds
NAND-P2_R1158_U563: 792.254 picoseconds
NAND-P2_R1158_U564: 849.32 picoseconds
NAND-P2_R1158_U565: 872.455 picoseconds
NAND-P2_R1158_U566: 943.259 picoseconds
NAND-P2_R1158_U567: 971.817 picoseconds
NAND-P2_R1158_U568: 943.259 picoseconds
NAND-P2_R1158_U569: 816.731 picoseconds
NAND-P2_R1158_U570: 799.514 picoseconds
NAND-P2_R1158_U571: 1398.36 picoseconds
NAND-P2_R1158_U572: 1421.67 picoseconds
NAND-P2_R1158_U573: 1411.59 picoseconds
NAND-P2_R1158_U574: 1434.7 picoseconds
NAND-P2_R1158_U575: 1411.59 picoseconds
NAND-P2_R1158_U576: 1398.36 picoseconds
NAND-P2_R1158_U577: 1411.59 picoseconds
NAND-P2_R1158_U578: 990.06 picoseconds
NAND-P2_R1158_U579: 1007.28 picoseconds
NAND-P2_R1158_U580: 990.06 picoseconds
NAND-P2_R1158_U581: 856.483 picoseconds
NAND-P2_R1158_U582: 845.214 picoseconds
NAND-P2_R1158_U583: 1046.81 picoseconds
NAND-P2_R1158_U584: 1070.13 picoseconds
NAND-P2_R1158_U585: 1060.6 picoseconds
NAND-P2_R1158_U586: 1083.71 picoseconds
NAND-P2_R1158_U587: 1060.6 picoseconds
NAND-P2_R1158_U588: 901.839 picoseconds
NAND-P2_R1158_U589: 890.573 picoseconds
NAND-P2_R1158_U590: 1025.46 picoseconds
NAND-P2_R1158_U591: 1042.85 picoseconds
NAND-P2_R1158_U592: 1060.58 picoseconds
NAND-P2_R1158_U593: 1089.14 picoseconds
NAND-P2_R1158_U594: 1060.58 picoseconds
NAND-P2_R1158_U595: 941.501 picoseconds
NAND-P2_R1158_U596: 924.115 picoseconds
NAND-P2_R1158_U597: 1127.24 picoseconds
NAND-P2_R1158_U598: 1150.56 picoseconds
NAND-P2_R1158_U599: 1140.83 picoseconds
NAND-P2_R1158_U600: 1163.94 picoseconds
NAND-P2_R1158_U601: 1140.83 picoseconds
NAND-P2_R1158_U602: 966.89 picoseconds
NAND-P2_R1158_U603: 955.682 picoseconds
NAND-P2_R1158_U604: 1133.13 picoseconds
NAND-P2_R1158_U605: 1156.45 picoseconds
NAND-P2_R1158_U606: 1146.71 picoseconds
NAND-P2_R1158_U607: 1169.83 picoseconds
NAND-P2_R1158_U608: 1146.71 picoseconds
NAND-P2_R1158_U609: 966.89 picoseconds
NAND-P2_R1158_U610: 955.682 picoseconds
NAND-P2_R1158_U611: 1092.26 picoseconds
NAND-P2_R1158_U612: 1115.39 picoseconds
NAND-P2_R1158_U613: 1145.07 picoseconds
NAND-P2_R1158_U614: 1173.63 picoseconds
NAND-P2_R1158_U615: 1145.07 picoseconds
NAND-P2_R1158_U616: 921.395 picoseconds
NAND-P2_R1158_U617: 904.179 picoseconds
NAND-P2_R1158_U618: 1175.72 picoseconds
NAND-P2_R1158_U619: 1192.94 picoseconds
NAND-P2_R1158_U620: 1175.72 picoseconds
NAND-P2_R1158_U621: 961.135 picoseconds
NAND-P2_R1158_U622: 949.865 picoseconds
NAND-P2_R1158_U623: 1175.4 picoseconds
NAND-P2_R1158_U624: 1198.72 picoseconds
NAND-P2_R1158_U625: 1191.42 picoseconds
NAND-P2_R1158_U626: 1214.54 picoseconds
NAND-P2_R1158_U627: 1191.42 picoseconds
NAND-P2_R1158_U628: 1000.94 picoseconds
NAND-P2_R1158_U629: 990.097 picoseconds
NAND-P2_R1158_U630: 1474.4 picoseconds
NAND-P2_R1158_U631: 1457.16 picoseconds
NOT-P2_R1158_U632: 1457.16 picoseconds
NAND-P2_R1158_U633: 1457.16 picoseconds
NAND-P2_R1158_U634: 1468.36 picoseconds
AND-P2_R1131_U6: 500.869 picoseconds
AND-P2_R1131_U7: 497.4 picoseconds
AND-P2_R1131_U8: 551.063 picoseconds
AND-P2_R1131_U9: 537.24 picoseconds
AND-P2_R1131_U10: 502.179 picoseconds
AND-P2_R1131_U11: 488.814 picoseconds
AND-P2_R1131_U12: 517.798 picoseconds
AND-P2_R1131_U13: 550.669 picoseconds
AND-P2_R1131_U14: 556.826 picoseconds
AND-P2_R1131_U15: 532.663 picoseconds
AND-P2_R1131_U16: 468.953 picoseconds
NAND-P2_R1131_U17: 908.812 picoseconds
NAND-P2_R1131_U18: 820.329 picoseconds
NAND-P2_R1131_U19: 595.529 picoseconds
NAND-P2_R1131_U20: 508.285 picoseconds
NAND-P2_R1131_U21: 463.622 picoseconds
NAND-P2_R1131_U22: 1173.04 picoseconds
NAND-P2_R1131_U23: 1062.27 picoseconds
NAND-P2_R1131_U24: 1011.96 picoseconds
NAND-P2_R1131_U25: 1442.1 picoseconds
NOT-P2_R1131_U26: 1132.66 picoseconds
NAND-P2_R1131_U27: 530.137 picoseconds
NOT-P2_R1131_U28: 1126.75 picoseconds
NOT-P2_R1131_U29: 521.365 picoseconds
NOT-P2_R1131_U30: 500.869 picoseconds
NOT-P2_R1131_U31: 558.412 picoseconds
NOT-P2_R1131_U32: 530.137 picoseconds
NOT-P2_R1131_U33: 540.012 picoseconds
NOT-P2_R1131_U34: 1087.82 picoseconds
NAND-P2_R1131_U35: 592.663 picoseconds
NOT-P2_R1131_U36: 1033.41 picoseconds
NOT-P2_R1131_U37: 592.663 picoseconds
NOT-P2_R1131_U38: 1466.21 picoseconds
NOT-P2_R1131_U39: 1795.92 picoseconds
NOT-P2_R1131_U40: 616.693 picoseconds
NOT-P2_R1131_U41: 1104.97 picoseconds
NOT-P2_R1131_U42: 1023.46 picoseconds
NOT-P2_R1131_U43: 1096.29 picoseconds
NAND-P2_R1131_U44: 558.412 picoseconds
NAND-P2_R1131_U45: 500.869 picoseconds
NOT-P2_R1131_U46: 522.903 picoseconds
NOT-P2_R1131_U47: 1145.69 picoseconds
NAND-P2_R1131_U48: 1011.96 picoseconds
NAND-P2_R1131_U49: 1062.27 picoseconds
NAND-P2_R1131_U50: 704.625 picoseconds
NOT-P2_R1131_U51: 463.622 picoseconds
NOT-P2_R1131_U52: 1624.47 picoseconds
NAND-P2_R1131_U53: 502.688 picoseconds
NOT-P2_R1131_U54: 1595.36 picoseconds
NOT-P2_R1131_U55: 1229.48 picoseconds
NOT-P2_R1131_U56: 1200.27 picoseconds
NOT-P2_R1131_U57: 1054.33 picoseconds
NOT-P2_R1131_U58: 504.659 picoseconds
NAND-P2_R1131_U59: 522.903 picoseconds
NOT-P2_R1131_U60: 497.4 picoseconds
NOT-P2_R1131_U61: 568.316 picoseconds
NAND-P2_R1131_U62: 497.4 picoseconds
NOT-P2_R1131_U63: 624.041 picoseconds
NOT-P2_R1131_U64: 1279.21 picoseconds
NOT-P2_R1131_U65: 537.24 picoseconds
NOT-P2_R1131_U66: 597.427 picoseconds
NOT-P2_R1131_U67: 613.647 picoseconds
NOT-P2_R1131_U68: 1262.8 picoseconds
NOT-P2_R1131_U69: 1193.3 picoseconds
NOT-P2_R1131_U70: 1304.57 picoseconds
NAND-P2_R1131_U71: 613.647 picoseconds
NOT-P2_R1131_U72: 636.953 picoseconds
NOT-P2_R1131_U73: 1386.44 picoseconds
NOT-P2_R1131_U74: 1737.69 picoseconds
NOT-P2_R1131_U75: 652.092 picoseconds
NOT-P2_R1131_U76: 1487.87 picoseconds
NOT-P2_R1131_U77: 656.844 picoseconds
NOT-P2_R1131_U78: 1572.26 picoseconds
NOT-P2_R1131_U79: 488.814 picoseconds
NOT-P2_R1131_U80: 545.712 picoseconds
NOT-P2_R1131_U81: 584.469 picoseconds
NOT-P2_R1131_U82: 1485.45 picoseconds
NOT-P2_R1131_U83: 1418.25 picoseconds
NOT-P2_R1131_U84: 1507.31 picoseconds
NAND-P2_R1131_U85: 584.469 picoseconds
NOT-P2_R1131_U86: 601.856 picoseconds
NOT-P2_R1131_U87: 1657.91 picoseconds
NOT-P2_R1131_U88: 579.657 picoseconds
NOT-P2_R1131_U89: 1653.37 picoseconds
NOT-P2_R1131_U90: 502.688 picoseconds
NOT-P2_R1131_U91: 494.256 picoseconds
NOT-P2_R1131_U92: 1680.57 picoseconds
NAND-P2_R1131_U93: 488.814 picoseconds
NAND-P2_R1131_U94: 595.529 picoseconds
NAND-P2_R1131_U95: 820.329 picoseconds
NAND-P2_R1131_U96: 908.812 picoseconds
NOT-P2_R1131_U97: 1208.86 picoseconds
NAND-P2_R1131_U98: 482.687 picoseconds
NAND-P2_R1131_U99: 579.229 picoseconds
NAND-P2_R1131_U100: 618.923 picoseconds
NAND-P2_R1131_U101: 712.533 picoseconds
NAND-P2_R1131_U102: 1312.02 picoseconds
NAND-P2_R1131_U103: 752.347 picoseconds
NAND-P2_R1131_U104: 806.914 picoseconds
NAND-P2_R1131_U105: 852.272 picoseconds
NAND-P2_R1131_U106: 937.335 picoseconds
NAND-P2_R1131_U107: 946.666 picoseconds
NAND-P2_R1131_U108: 968.321 picoseconds
NAND-P2_R1131_U109: 1037.91 picoseconds
NAND-P2_R1131_U110: 1075.99 picoseconds
NAND-P2_R1131_U111: 1121.78 picoseconds
NAND-P2_R1131_U112: 1210.8 picoseconds
NAND-P2_R1131_U113: 522.004 picoseconds
NAND-P2_R1131_U114: 609.248 picoseconds
NAND-P2_R1131_U115: 654.945 picoseconds
NAND-P2_R1131_U116: 834.049 picoseconds
NAND-P2_R1131_U117: 879.745 picoseconds
NAND-P2_R1131_U118: 922.53 picoseconds
AND-P2_R1131_U119: 631.084 picoseconds
AND-P2_R1131_U120: 592.663 picoseconds
AND-P2_R1131_U121: 550.669 picoseconds
AND-P2_R1131_U122: 530.137 picoseconds
AND-P2_R1131_U123: 500.869 picoseconds
AND-P2_R1131_U124: 1062.31 picoseconds
AND-P2_R1131_U125: 1064.38 picoseconds
AND-P2_R1131_U126: 1085.31 picoseconds
AND-P2_R1131_U127: 1102.7 picoseconds
AND-P2_R1131_U128: 1173.04 picoseconds
AND-P2_R1131_U129: 1175.28 picoseconds
AND-P2_R1131_U130: 532.663 picoseconds
AND-P2_R1131_U131: 497.4 picoseconds
AND-P2_R1131_U132: 551.063 picoseconds
AND-P2_R1131_U133: 502.179 picoseconds
AND-P2_R1131_U134: 494.256 picoseconds
AND-P2_R1131_U135: 542.913 picoseconds
AND-P2_R1131_U136: 463.622 picoseconds
AND-P2_R1131_U137: 463.622 picoseconds
NAND-P2_R1131_U138: 482.687 picoseconds
AND-P2_R1131_U139: 518.226 picoseconds
AND-P2_R1131_U140: 520.488 picoseconds
NAND-P2_R1131_U141: 636.035 picoseconds
NAND-P2_R1131_U142: 697.995 picoseconds
AND-P2_R1131_U143: 641.955 picoseconds
AND-P2_R1131_U144: 659.427 picoseconds
NAND-P2_R1131_U145: 837.962 picoseconds
NAND-P2_R1131_U146: 1312.02 picoseconds
NAND-P2_R1131_U147: 872.807 picoseconds
NAND-P2_R1131_U148: 945.505 picoseconds
NAND-P2_R1131_U149: 957.803 picoseconds
AND-P2_R1131_U150: 915.181 picoseconds
AND-P2_R1131_U151: 932.569 picoseconds
NAND-P2_R1131_U152: 1029.94 picoseconds
NAND-P2_R1131_U153: 1039.68 picoseconds
AND-P2_R1131_U154: 1018.85 picoseconds
AND-P2_R1131_U155: 1036.43 picoseconds
AND-P2_R1131_U156: 1087.22 picoseconds
NAND-P2_R1131_U157: 500.869 picoseconds
AND-P2_R1131_U158: 1136.79 picoseconds
AND-P2_R1131_U159: 1138.71 picoseconds
AND-P2_R1131_U160: 1189.54 picoseconds
NAND-P2_R1131_U161: 592.663 picoseconds
AND-P2_R1131_U162: 1222.55 picoseconds
NOT-P2_R1131_U163: 468.953 picoseconds
NOT-P2_R1131_U164: 1795.97 picoseconds
AND-P2_R1131_U165: 498.464 picoseconds
NAND-P2_R1131_U166: 488.814 picoseconds
AND-P2_R1131_U167: 597.568 picoseconds
NAND-P2_R1131_U168: 488.814 picoseconds
NAND-P2_R1131_U169: 488.814 picoseconds
AND-P2_R1131_U170: 731.757 picoseconds
AND-P2_R1131_U171: 780.687 picoseconds
NAND-P2_R1131_U172: 497.4 picoseconds
NAND-P2_R1131_U173: 497.4 picoseconds
NOT-P2_R1131_U174: 704.625 picoseconds
NAND-P2_R1131_U175: 741.431 picoseconds
NAND-P2_R1131_U176: 497.4 picoseconds
NOT-P2_R1131_U177: 669.144 picoseconds
NAND-P2_R1131_U178: 497.4 picoseconds
NAND-P2_R1131_U179: 497.4 picoseconds
AND-P2_R1131_U180: 1008.27 picoseconds
AND-P2_R1131_U181: 1034.59 picoseconds
NAND-P2_R1131_U182: 497.4 picoseconds
NAND-P2_R1131_U183: 497.4 picoseconds
NAND-P2_R1131_U184: 946.666 picoseconds
AND-P2_R1131_U185: 1059.01 picoseconds
NAND-P2_R1131_U186: 538.044 picoseconds
NAND-P2_R1131_U187: 497.4 picoseconds
NAND-P2_R1131_U188: 704.625 picoseconds
NOT-P2_R1131_U189: 508.035 picoseconds
NOT-P2_R1131_U190: 595.422 picoseconds
NOT-P2_R1131_U191: 532.884 picoseconds
NAND-P2_R1131_U192: 532.663 picoseconds
NAND-P2_R1131_U193: 600.761 picoseconds
NAND-P2_R1131_U194: 548.833 picoseconds
NAND-P2_R1131_U195: 539.113 picoseconds
NAND-P2_R1131_U196: 631.084 picoseconds
NAND-P2_R1131_U197: 546.793 picoseconds
NAND-P2_R1131_U198: 561.969 picoseconds
NOT-P2_R1131_U199: 613.647 picoseconds
NOT-P2_R1131_U200: 584.469 picoseconds
NOT-P2_R1131_U201: 558.412 picoseconds
NOT-P2_R1131_U202: 522.903 picoseconds
NOT-P2_R1131_U203: 1384.38 picoseconds
NAND-P2_R1131_U204: 741.431 picoseconds
NOT-P2_R1131_U205: 1260.75 picoseconds
NAND-P2_R1131_U206: 641.262 picoseconds
NAND-P2_R1131_U207: 592.663 picoseconds
NAND-P2_R1131_U208: 592.663 picoseconds
NAND-P2_R1131_U209: 595.422 picoseconds
NAND-P2_R1131_U210: 551.134 picoseconds
NAND-P2_R1131_U211: 500.869 picoseconds
NAND-P2_R1131_U212: 521.365 picoseconds
NAND-P2_R1131_U213: 546.793 picoseconds
NAND-P2_R1131_U214: 500.869 picoseconds
NAND-P2_R1131_U215: 595.949 picoseconds
NAND-P2_R1131_U216: 569.487 picoseconds
NAND-P2_R1131_U217: 1037.61 picoseconds
NOT-P2_R1131_U218: 500.869 picoseconds
NOT-P2_R1131_U219: 1011.96 picoseconds
NAND-P2_R1131_U220: 556.826 picoseconds
NAND-P2_R1131_U221: 530.137 picoseconds
NAND-P2_R1131_U222: 532.884 picoseconds
NOT-P2_R1131_U223: 968.321 picoseconds
NAND-P2_R1131_U224: 555.267 picoseconds
NAND-P2_R1131_U225: 1083.85 picoseconds
NAND-P2_R1131_U226: 1011.96 picoseconds
NAND-P2_R1131_U227: 1011.96 picoseconds
NAND-P2_R1131_U228: 1029.12 picoseconds
NAND-P2_R1131_U229: 1029.12 picoseconds
NAND-P2_R1131_U230: 1125.36 picoseconds
NAND-P2_R1131_U231: 1062.27 picoseconds
NOT-P2_R1131_U232: 1062.27 picoseconds
NAND-P2_R1131_U233: 1150.23 picoseconds
NAND-P2_R1131_U234: 1062.27 picoseconds
NAND-P2_R1131_U235: 1062.27 picoseconds
NAND-P2_R1131_U236: 1079.43 picoseconds
NAND-P2_R1131_U237: 1148.94 picoseconds
NAND-P2_R1131_U238: 1079.43 picoseconds
NAND-P2_R1131_U239: 1149.29 picoseconds
NAND-P2_R1131_U240: 1149.29 picoseconds
NAND-P2_R1131_U241: 1186.16 picoseconds
NAND-P2_R1131_U242: 1175.28 picoseconds
NAND-P2_R1131_U243: 1210.8 picoseconds
NAND-P2_R1131_U244: 545.584 picoseconds
NAND-P2_R1131_U245: 497.4 picoseconds
NAND-P2_R1131_U246: 504.659 picoseconds
NAND-P2_R1131_U247: 522.903 picoseconds
NAND-P2_R1131_U248: 497.4 picoseconds
NAND-P2_R1131_U249: 565.408 picoseconds
NOT-P2_R1131_U250: 497.4 picoseconds
NAND-P2_R1131_U251: 569.31 picoseconds
NAND-P2_R1131_U252: 568.316 picoseconds
NAND-P2_R1131_U253: 636.127 picoseconds
NAND-P2_R1131_U254: 497.4 picoseconds
NAND-P2_R1131_U255: 624.041 picoseconds
NOT-P2_R1131_U256: 879.745 picoseconds
NAND-P2_R1131_U257: 551.063 picoseconds
NAND-P2_R1131_U258: 537.24 picoseconds
NAND-P2_R1131_U259: 597.427 picoseconds
NAND-P2_R1131_U260: 553.586 picoseconds
NAND-P2_R1131_U261: 537.24 picoseconds
NAND-P2_R1131_U262: 645.24 picoseconds
NAND-P2_R1131_U263: 607.8 picoseconds
NAND-P2_R1131_U264: 497.4 picoseconds
NAND-P2_R1131_U265: 537.24 picoseconds
NOT-P2_R1131_U266: 852.272 picoseconds
NAND-P2_R1131_U267: 648.487 picoseconds
NAND-P2_R1131_U268: 497.4 picoseconds
NAND-P2_R1131_U269: 636.953 picoseconds
NOT-P2_R1131_U270: 806.914 picoseconds
NAND-P2_R1131_U271: 497.4 picoseconds
NOT-P2_R1131_U272: 752.347 picoseconds
NAND-P2_R1131_U273: 663.059 picoseconds
NAND-P2_R1131_U274: 497.4 picoseconds
NAND-P2_R1131_U275: 652.092 picoseconds
NOT-P2_R1131_U276: 712.533 picoseconds
NAND-P2_R1131_U277: 668.169 picoseconds
NAND-P2_R1131_U278: 497.4 picoseconds
NAND-P2_R1131_U279: 656.844 picoseconds
NOT-P2_R1131_U280: 654.945 picoseconds
NAND-P2_R1131_U281: 502.179 picoseconds
NAND-P2_R1131_U282: 488.814 picoseconds
NAND-P2_R1131_U283: 545.712 picoseconds
NAND-P2_R1131_U284: 504.706 picoseconds
